Customer_ID,Total_MonetaryValue,Total_Quantity,Order_Frequency,Favorite_Category,favorite_Region,Customer_Type,Log_Total_MonetaryValue,Log_Total_Quantity,Cluster_KMeans,PCA1,PCA2
CUS1045,274827.83,44147,299,Alcoholic Beverages,Niedersachsen,B2B,12.523903746491138,10.695302904892774,3,1.9276012806885838,-0.23496430446876773
CUS1046,41327.11,6913,287,Soft Drinks,Baden-Württemberg,B2C,10.62929817696584,8.84130362048157,0,-1.1619497246902795,-0.6500516623125491
CUS1047,40079.82,6619,278,Water,Brandenburg,B2C,10.598653194631298,8.797850648931053,0,-1.269282310543511,-1.1640533847901546
CUS1048,253560.17,46045,285,Soft Drinks,Brandenburg,B2B,12.443360374679932,10.737396175804315,3,1.8210579991356692,-1.0402256360768933
CUS1049,227754.02,42531,280,Alcoholic Beverages,Sachsen,B2B,12.336025856591693,10.658012012770977,3,1.6435628840184122,-1.3150082637066298
CUS105,40388.82,6871,292,Juices,Rheinland-Pfalz,B2C,10.606333051998877,8.835210463664092,0,-1.159106991784493,-0.3592963923110235
CUS1050,35897.4,7414,314,Water,Mecklenburg-Vorpommern,B2C,10.488448005238052,8.911260254572033,2,-1.078495591784957,0.9136443586110998
CUS1051,44911.93,7561,302,Juices,Hessen,B2C,10.712481005547943,8.930890984450878,2,-0.9431273406610836,0.2029709601505865
CUS1052,231074.79,45950,299,Alcoholic Beverages,Hamburg,B2B,12.350501030930554,10.735330890332664,3,1.8175898316711805,-0.22511139768058294
CUS1053,294688.19,38657,266,Alcoholic Beverages,Niedersachsen,B2B,12.593676486682122,10.562509018366697,3,1.7041924249429332,-2.135071853064833
CUS1054,50739.48,7686,315,Alcoholic Beverages,Hamburg,B2C,10.834479293100644,8.947285869349132,2,-0.7614040019714648,0.943108963367998
CUS1055,38683.45,6271,249,Soft Drinks,Rheinland-Pfalz,B2C,10.563192989485563,8.743850562030243,0,-1.4948818362506406,-2.8313386912367307
CUS1056,37257.3,7142,298,Soft Drinks,Bremen,B2C,10.525630017779232,8.873888135154973,0,-1.1625685757856818,-0.009870914006889017
CUS1057,242280.9,46958,307,Juices,Hessen,B2B,12.397857203230222,10.757030159556333,1,1.9159818745785135,0.23154676069825483
CUS1058,43161.659999999996,7108,311,Water,Rheinland-Pfalz,B2C,10.672731048612894,8.869116865929483,2,-0.9771556708677043,0.7299805833194173
CUS1059,245049.86,44995,313,Juices,Rheinland-Pfalz,B2B,12.409221059819394,10.714328875912717,1,1.9230670779815329,0.5801995197744889
CUS106,47930.65,8012,323,Juices,Berlin,B2C,10.777531316764565,8.98882050177807,2,-0.7325621991336253,1.406008345471361
CUS1060,53684.26,7689,317,Alcoholic Beverages,Hamburg,B2C,10.890893754922542,8.94767606249969,2,-0.7043428622719976,1.054350999828676
CUS1061,37534.26,7029,284,Juices,Nordrhein-Westfalen,B2C,10.53303603685137,8.857941984804711,0,-1.243354752711009,-0.8173312413919106
CUS1062,258661.5,46657,308,Alcoholic Beverages,Baden-Württemberg,B2B,12.463279402120085,10.750599681390584,1,1.9696869119612184,0.2849074718614003
CUS1063,43568.92,7023,285,Water,Hamburg,B2C,10.682122282984027,8.857088135314953,0,-1.116757925643067,-0.7705700547814893
CUS1064,39160.64,6878,295,Juices,Mecklenburg-Vorpommern,B2C,10.575452975236372,8.836228571526014,0,-1.1676724258969318,-0.18392540326053566
CUS1065,45370.97,7358,301,Water,Bremen,B2C,10.722649792477974,8.903679332926599,2,-0.9617655149593907,0.1465158600643118
CUS1066,38980.98,7029,299,Alcoholic Beverages,Schleswig-Holstein,B2C,10.570854767051147,8.857941984804711,0,-1.132963616009675,0.04568879120608963
CUS1067,42770.15,7112,309,Juices,Hamburg,B2C,10.66361908886509,8.869679374733515,2,-0.9947562783646621,0.6151704234090806
CUS1068,50600.15,7289,305,Juices,Mecklenburg-Vorpommern,B2C,10.831729582290023,8.894258825002703,2,-0.8588310303771921,0.3700335748755247
CUS1069,33471.02,6374,278,Juices,Rheinland-Pfalz,B2C,10.418465144938757,8.760139370026627,0,-1.4467289300587218,-1.1479341077422074
CUS107,228397.35,39942,267,Juices,Niedersachsen,B2B,12.338846532569772,10.595208716817995,3,1.527021482061631,-2.0609338294483175
CUS1070,33555.56,6159,276,Juices,Bayern,B2C,10.420987652347614,8.725832056527565,0,-1.482568157710027,-1.2610187681992107
CUS1071,46946.44,7026,309,Soft Drinks,Hamburg,B2C,10.756783957058222,8.857515151192198,2,-0.9282134881617279,0.6091839763314008
CUS1072,233593.5,42617,293,Juices,Rheinland-Pfalz,B2B,12.361341985138484,10.660031978225865,3,1.734739437690574,-0.5666557681378972
CUS1073,41452.97,7056,294,Alcoholic Beverages,Saarland,B2C,10.632338934022854,8.86177531100083,0,-1.1060896046017374,-0.24774694428799562
CUS1074,48274.71,7360,313,Soft Drinks,Hamburg,B2C,10.784683814594052,8.903951072058707,2,-0.8472351944932706,0.8345620406822696
CUS1075,40649.83,7331,294,Soft Drinks,Nordrhein-Westfalen,B2C,10.61277453297169,8.900003608959596,0,-1.0916656493520347,-0.24913516039162878
CUS1076,273404.88,47342,320,Soft Drinks,Mecklenburg-Vorpommern,B2B,12.51871270999024,10.765174252416243,1,2.0902022526808732,0.9723810881675513
CUS1077,38643.84,7279,281,Water,Rheinland-Pfalz,B2C,10.562168539281398,8.892886141190731,0,-1.2075917754169487,-0.9952397609614196
CUS1078,236886.77,42518,284,Water,Hamburg,B2B,12.375341763655959,10.657706313835016,3,1.6966734328502242,-1.087008209871466
CUS1079,35094.52,6038,242,Water,Mecklenburg-Vorpommern,B2C,10.46582876598024,8.705993714307901,0,-1.6417551651155498,-3.2253800941501547
CUS108,43127.69,6813,278,Water,Rheinland-Pfalz,B2C,10.671943715890558,8.826734598220911,0,-1.1863244262270598,-1.1716142358637482
CUS1080,54830.13,8129,333,Alcoholic Beverages,Hamburg,B2C,10.9120133773413,9.003316202541857,2,-0.5580263566445134,1.972200890328885
CUS1081,43052.56,7418,286,Soft Drinks,Hessen,B2C,10.670200200978103,8.911799556189527,0,-1.077663368389935,-0.716024534894901
CUS1082,313885.81,43174,284,Water,Bayern,B2B,12.656787722195677,10.67301690301488,3,1.9391358071389062,-1.1089532471240864
CUS1083,39261.78,7306,301,Juices,Sachsen-Anhalt,B2C,10.57803227530826,8.896588071791218,2,-1.0857341572985864,0.15773450974397513
CUS1084,269349.37,44309,290,Alcoholic Beverages,Bayern,B2B,12.503768301785108,10.698965664193535,3,1.8663734084190742,-0.7532369036341424
CUS1085,317898.7,45211,291,Juices,Thüringen,B2B,12.669491203205464,10.719117817310622,3,2.0233036847020345,-0.7092634844908493
CUS1086,213442.16,43807,291,Alcoholic Beverages,Mecklenburg-Vorpommern,B2B,12.271125846697252,10.687571728088175,3,1.6722556475245451,-0.6774696740714878
CUS1087,36951.99,7366,290,Water,Nordrhein-Westfalen,B2C,10.517401843264869,8.904765846682814,0,-1.187093372568894,-0.4733209287674616
CUS1088,35810.03,6890,297,Juices,Sachsen,B2C,10.48601122549422,8.837971491357209,0,-1.2288716610612977,-0.06199928485688986
CUS1089,50366.49,7762,315,Water,Thüringen,B2C,10.827101206249319,8.95712413640568,2,-0.7596089850832086,0.9429249419052217
CUS109,234433.79,44263,293,Juices,Thüringen,B2B,12.36493274717332,10.697926984577945,3,1.76784326046499,-0.5697313277717125
CUS1090,46852.94,7465,309,Juices,Nordrhein-Westfalen,B2C,10.754790382316212,8.91811465947453,2,-0.8816050008704667,0.6048376860101783
CUS1091,35578.4,6904,281,Soft Drinks,Bremen,B2C,10.479522097671229,8.840001065843392,0,-1.317310365473086,-0.9852073689598169
CUS1092,35610.0,6796,283,Alcoholic Beverages,Berlin,B2C,10.48040985787697,8.824236617346639,0,-1.3185400087223518,-0.8686618402143481
CUS1093,221175.95,42951,292,Juices,Saarland,B2B,12.306718338860703,10.667838492102405,3,1.6909649804817908,-0.6209169467343232
CUS1094,45938.57,7423,316,Alcoholic Beverages,Schleswig-Holstein,B2C,10.735082116164456,8.912473274466036,2,-0.8651448022076423,1.0107608204975922
CUS1095,47811.159999999996,6984,308,Alcoholic Beverages,Schleswig-Holstein,B2C,10.775035279432496,8.851520271691061,2,-0.9233492752983594,0.550557958329555
CUS1096,41029.15,7290,300,Alcoholic Beverages,Niedersachsen,B2C,10.622062441291114,8.89439598980643,2,-1.0567509338208427,0.09692044986215716
CUS1097,44589.18,7198,293,Soft Drinks,Sachsen,B2C,10.705268934392922,8.881697406469304,0,-1.0358572457870752,-0.3123376684420593
CUS1098,43127.4,6957,291,Water,Thüringen,B2C,10.671936991805616,8.847647355711887,0,-1.100827214560514,-0.42279038108988715
CUS1099,36380.49,6818,274,Water,Bremen,B2C,10.50181540780296,8.827468112520652,0,-1.3461230127749797,-1.389973938977032
CUS11,292121.69,47532,306,Juices,Mecklenburg-Vorpommern,B2B,12.584929164236081,10.769179485646914,1,2.0734159127930427,0.15909293073651382
CUS110,291947.19,49066,318,Water,Hessen,B2B,12.584331634000737,10.800941990063988,1,2.1617699986211893,0.8494348311340845
CUS1100,39739.5,6741,295,Soft Drinks,Nordrhein-Westfalen,B2C,10.590126097808238,8.816111895794005,0,-1.1716807808514973,-0.18351858142249783
CUS1101,51991.79,7963,325,Soft Drinks,Thüringen,B2C,10.858860334104078,8.982686665184087,2,-0.6603097570657855,1.5158920191572687
CUS1102,250455.06,47468,307,Juices,Thüringen,B2B,12.43103877493943,10.767832145387093,1,1.9517293077377034,0.2282923546939505
CUS1103,45928.07,7415,308,Soft Drinks,Nordrhein-Westfalen,B2C,10.734853528911053,8.91139510724569,2,-0.908562605256469,0.5490889824241935
CUS1104,247582.33,45784,294,Soft Drinks,Sachsen,B2B,12.419502491193263,10.731711805541833,3,1.844681958156939,-0.5185503250566099
CUS1105,286660.84,48375,308,Alcoholic Beverages,Niedersachsen,B2B,12.56605854221053,10.786759101953049,1,2.082563470349291,0.2746267711898519
CUS1106,210799.67,43738,289,Juices,Niedersachsen,B2B,12.258668274012415,10.685995431600869,3,1.6502151401672283,-0.791873863484796
CUS1107,29230.56,7075,307,Soft Drinks,Bremen,B2C,10.283004226506694,8.864464055279676,2,-1.3209139449896965,0.5282570858492815
CUS1108,42886.27,7535,303,Water,Brandenburg,B2C,10.666330324284356,8.927446816256198,2,-0.9783322128980048,0.26435975794295047
CUS1109,46275.43,8476,336,Water,Schleswig-Holstein,B2C,10.742388039179254,9.045111892608405,2,-0.6476503614621301,2.1548066798560135
CUS111,33949.85,6117,268,Soft Drinks,Sachsen,B2C,10.432669169492277,8.718990524710849,0,-1.5208291709950406,-1.7231438455367236
CUS1110,219028.79,40976,291,Soft Drinks,Schleswig-Holstein,B2B,12.296963026945011,10.620766212671002,3,1.640215387120392,-0.6744261446989552
CUS1111,41318.38,6595,282,Juices,Schleswig-Holstein,B2C,10.62908691828073,8.794218683679489,0,-1.2260868599898538,-0.9351499397352806
CUS1112,41688.92,7038,300,Water,Sachsen,B2C,10.6380146519476,8.85922139360813,2,-1.0716994579560517,0.09834930195003438
CUS1113,247545.1,43412,286,Soft Drinks,Berlin,B2B,12.419352106272415,10.678514214406102,3,1.7598390225375045,-0.9763630846781222
CUS1114,283780.32,43562,295,Alcoholic Beverages,Niedersachsen,B2B,12.555959220541078,10.681963445198846,3,1.9220235598880886,-0.46722961009891767
CUS1115,46473.479999999996,6624,277,Alcoholic Beverages,Mecklenburg-Vorpommern,B2C,10.746658623715861,8.798605650854423,0,-1.1528822096400058,-1.2327737592965577
CUS1116,42228.7,7213,296,Water,Niedersachsen,B2C,10.65087904394822,8.883778861463485,0,-1.0628115638353133,-0.1353072500157036
CUS1117,51814.28,7484,288,Alcoholic Beverages,Bayern,B2C,10.855440365444304,8.920656296853728,0,-0.9084594119820772,-0.6149355076727065
CUS1118,49598.37,8628,353,Soft Drinks,Saarland,B2C,10.81173341101945,9.062883902508307,2,-0.4867242864408128,3.129619987235917
CUS1119,41388.19,6657,292,Juices,Hamburg,B2C,10.630775014606852,8.80357441813497,0,-1.164292512016619,-0.35875765736364024
CUS112,46211.07,7841,311,Soft Drinks,Mecklenburg-Vorpommern,B2C,10.740996298359834,8.967249182852276,2,-0.8431849515757726,0.7176562540928695
CUS1120,37841.31,6538,269,Juices,Nordrhein-Westfalen,B2C,10.54118306781418,8.785539527561276,0,-1.373772656100286,-1.678380986749918
CUS1121,39181.659999999996,6593,283,Water,Schleswig-Holstein,B2C,10.57598958097551,8.793915423631676,0,-1.2644750873747272,-0.8734804272113825
CUS1122,280158.35,46031,302,Water,Saarland,B2B,12.543113827414189,10.737092085791328,1,1.992474186998629,-0.06632024307607967
CUS1123,283636.69,50686,332,Juices,Saarland,B2B,12.555452963258412,10.833424746444134,1,2.238151388874263,1.657256560050526
CUS1124,50523.19,7879,320,Soft Drinks,Brandenburg,B2C,10.830207510475821,8.972083182851925,2,-0.7186766456559397,1.2301914252895394
CUS1125,42899.1,7647,313,Soft Drinks,Nordrhein-Westfalen,B2C,10.666629435915723,8.942199454731238,2,-0.9133781613936615,0.8404545380877995
CUS1126,48639.47,7719,312,Alcoholic Beverages,Sachsen,B2C,10.792211179422312,8.951569643018821,2,-0.8084667301471462,0.7727532876253727
CUS1127,232725.76,47533,302,Water,Saarland,B2B,12.357620340529948,10.769200523441311,1,1.8662659916902793,-0.054986096919733045
CUS1128,48547.91,7400,313,Water,Mecklenburg-Vorpommern,B2C,10.790327022386082,8.909370405197466,2,-0.8383040100838371,0.8337429253652874
CUS1129,38850.61,7134,291,Water,Thüringen,B2C,10.567504796378563,8.872767529910936,0,-1.1662753025221364,-0.41693157933109726
CUS113,285451.88,44327,290,Water,Berlin,B2B,12.561832250674142,10.699371810547186,3,1.914203702940926,-0.757560183249345
CUS1130,38402.48,6070,259,Juices,Brandenburg,B2C,10.555903359469621,8.711278615130434,0,-1.473809006626418,-2.251173506341229
CUS1131,39348.63,6719,280,Water,Schleswig-Holstein,B2C,10.580241851005917,8.812843433517195,0,-1.26181819885705,-1.0483616789372572
CUS1132,245718.22,43532,293,Water,Hamburg,B2B,12.411944780928042,10.681274550159202,3,1.7930517534684776,-0.5719724842042333
CUS1133,300426.06,48999,319,Juices,Nordrhein-Westfalen,B2B,12.612960274708643,10.799575577092764,1,2.189402335998667,0.9051404830337496
CUS1134,51608.53,7685,320,Alcoholic Beverages,Baden-Württemberg,B2C,10.85146162433905,8.94715577112479,2,-0.7211300752675168,1.2304683934188505
CUS1135,42143.15,7049,306,Juices,Brandenburg,B2C,10.648851163762187,8.860782895806315,2,-1.0298107967672612,0.44375879216607217
CUS1136,46483.06,7223,314,Alcoholic Beverages,Nordrhein-Westfalen,B2C,10.746864737108647,8.88516409509682,2,-0.8878367636963327,0.8964725417639448
CUS1137,47141.73,7270,296,Water,Sachsen,B2C,10.760935087414015,8.891649112650057,0,-0.9665004547709096,-0.14402824077098889
CUS1138,43930.38,6927,298,Juices,Mecklenburg-Vorpommern,B2C,10.690384150088994,8.843326450242271,0,-1.0520977095559154,-0.01978632085483949
CUS1139,221635.45,38023,268,Alcoholic Beverages,Hessen,B2B,12.308793705888567,10.545972818293846,3,1.4685355918072738,-1.9973396459401715
CUS114,39581.5,6425,271,Soft Drinks,Schleswig-Holstein,B2C,10.58614238037559,8.768107539675803,0,-1.340271093492188,-1.5649703886054498
CUS1140,255984.0,42571,270,Alcoholic Beverages,Niedersachsen,B2B,12.452874127995019,10.658952039160935,3,1.6869489109002296,-1.900928420528871
CUS1141,37244.26,6658,273,Juices,Baden-Württemberg,B2C,10.525279967388803,8.803724602110622,0,-1.3511220233659833,-1.447669285100715
CUS1142,231969.04,41820,287,Water,Hessen,B2B,12.354363504378393,10.641153884700563,3,1.6822226657804984,-0.9110664219795792
CUS1143,37451.7,7351,305,Juices,Bremen,B2C,10.530834082474735,8.902727664035522,2,-1.0982773430246644,0.39165334407843067
CUS1144,46584.87,7617,333,Water,Schleswig-Holstein,B2C,10.749052555249476,8.93826914703855,2,-0.7431382925274324,1.989073467247285
CUS1145,235206.22,44869,304,Soft Drinks,Bayern,B2B,12.368222191814368,10.71152469897003,1,1.8396211532041407,0.06394907998415494
CUS1146,57999.34,8491,336,Soft Drinks,Schleswig-Holstein,B2C,10.96820415158034,9.046879822823147,2,-0.46148392010296385,2.1379790724349763
CUS1147,31347.72,6797,275,Soft Drinks,Bremen,B2C,10.352928715881434,8.824383730256061,0,-1.4650984273077772,-1.321015672474235
CUS1148,44869.35,7143,306,Alcoholic Beverages,Thüringen,B2C,10.71153249925162,8.874028122556336,2,-0.9679822168106132,0.4381420414408777
CUS1149,53292.2,7511,321,Alcoholic Beverages,Bayern,B2C,10.883564022277612,8.9242570208881,2,-0.7077961552428856,1.2875139084994214
CUS115,257414.84,45718,291,Water,Niedersachsen,B2B,12.458448110712288,10.730269245403578,3,1.859508608452393,-0.6944861935675724
CUS1150,39029.34,7142,292,Juices,Sachsen-Anhalt,B2C,10.572094571384476,8.873888135154973,0,-1.156331412589711,-0.35963295155347774
CUS1151,45681.58,7706,316,Soft Drinks,Nordrhein-Westfalen,B2C,10.729472322594859,8.949884285777994,2,-0.8399540046959786,1.0084014264383185
CUS1152,270224.57,46570,307,Alcoholic Beverages,Sachsen,B2B,12.507012333635496,10.7487333087972,1,1.9986862205121128,0.22409123642070183
CUS1153,40816.37,6432,275,Juices,Thüringen,B2C,10.616863005086813,8.769196271411001,0,-1.2930830441852954,-1.3364382148690963
CUS1154,38320.97,6745,293,Water,Brandenburg,B2C,10.553778639949194,8.816705015621595,0,-1.2115406658255505,-0.2963172589249581
CUS1155,50352.18,7793,322,Alcoholic Beverages,Thüringen,B2C,10.82681705404707,8.961109485898655,2,-0.7195930295950038,1.3466980259267995
CUS1156,45204.08,6964,305,Alcoholic Beverages,Niedersachsen,B2C,10.71896474888564,8.848652886213905,2,-0.9873975228724605,0.38175309944296637
CUS1157,48382.56,7339,311,Water,Berlin,B2C,10.78691536558251,8.901094121608562,2,-0.8582767489470533,0.7191667247875015
CUS1158,35902.99,7258,303,Soft Drinks,Sachsen,B2C,10.488603710361831,8.889997357284841,2,-1.153556506396028,0.28027762510123444
CUS1159,44218.66,7328,301,Soft Drinks,Nordrhein-Westfalen,B2C,10.696924765553295,8.89959435992585,2,-0.9860651164429319,0.14872084724234
CUS116,45950.2,7092,315,Alcoholic Beverages,Brandenburg,B2C,10.735335242785597,8.866863661202087,2,-0.9065413127222547,0.9564031509728852
CUS1160,45026.89,7389,309,Alcoholic Beverages,Bayern,B2C,10.715037354547308,8.907883013942248,2,-0.9222750799693623,0.6085356827489647
CUS1161,38258.61,6787,296,Juices,Mecklenburg-Vorpommern,B2C,10.552150049528803,8.822911626354117,0,-1.1920427529775741,-0.12349382931892335
CUS1162,282889.98,49264,324,Juices,Saarland,B2B,12.55281687272338,10.804969168756575,1,2.1709703072921953,1.1977928720430255
CUS1163,45726.1,7850,334,Soft Drinks,Mecklenburg-Vorpommern,B2C,10.730446398940387,8.968396191198256,2,-0.7290826702132773,2.045936226061932
CUS1164,34971.64,6735,267,Alcoholic Beverages,Bremen,B2C,10.462321320487902,8.815221555922163,0,-1.4252611285275198,-1.7901932779127505
CUS1165,38909.55,7984,318,Water,Bremen,B2C,10.569020701062456,8.985320060649112,2,-0.9324315299919792,1.1330794515037101
CUS1166,245992.86000000002,46495,308,Water,Hamburg,B2B,12.413061855253417,10.747121566370009,1,1.9258310087739188,0.2888783987276806
CUS1167,33280.79,6786,278,Juices,Rheinland-Pfalz,B2C,10.41276567954642,8.822764296703758,0,-1.4015402297934405,-1.1521565827585996
CUS1168,46843.36,7466,312,Alcoholic Beverages,Bayern,B2C,10.754585896214898,8.918248591035702,2,-0.8657760009097114,0.7780061325399024
CUS1169,251444.6,44143,294,Juices,Niedersachsen,B2B,12.43498194293836,10.695212296457067,3,1.828291947411569,-0.5169882703657557
CUS117,216080.95,35392,247,Juices,Brandenburg,B2B,12.283413012861171,10.474269339455718,3,1.2794628752813804,-3.202288750482828
